1, Paris, Lightweight, 1
10197, Los Angeles, Middleweight, 0
10198, New York, Middleweight, 0
10199, Paris, Middleweight, 0
10200, New York, Middleweight, 1
10201, Las Vegas, Middleweight, 1
10202, Denver, Middleweight, 0
10203, Dublin, Middleweight, 1
10204, New York, Middleweight, 0
10205, London, Middleweight, 0
10206, London, Middleweight, 0
10207, Las Vegas, Middleweight, 1
10208, Los Angeles, Middleweight, 1
10209, Paris, Middleweight, 0
10210, Denver, Middleweight, 1
10211, Seattle, Middleweight, 0
10212, Los Angeles, Middleweight, 1
10213, New York, Middleweight, 1
10214, Seattle, Middleweight, 1
10215, Las Vegas, Middleweight, 1
10216, Denver, Middleweight, 0
10217, New York, Middleweight, 0
10218, New York, Middleweight, 1
10219, Dublin, Middleweight, 1
10220, New York, Middleweight, 1
10221, Seattle, Middleweight, 0
10222, Seattle, Middleweight, 0
10223, London, Middleweight, 0
10224, New York, Middleweight, 1
10225, Dublin, Middleweight, 0
10226, Dublin, Middleweight, 1
10227, Los Angeles, Middleweight, 0
10228, Las Vegas, Middleweight, 0
10229, New York, Middleweight, 0
10230, Denver, Middleweight, 0
10231, Paris, Middleweight, 0
10232, New York, Middleweight, 0
10233, London, Middleweight, 0
10234, Los Angeles, Middleweight, 0
10235, Denver, Middleweight, 1
10236, Las Vegas, Middleweight, 0
10237, London, Middleweight, 0
10238, Seattle, Middleweight, 0
10239, Los Angeles, Middleweight, 0
10240, Paris, Middleweight, 1
10241, Las Vegas, Middleweight, 1
10242, Paris, Middleweight, 0
10243, Paris, Middleweight, 1
10244, Paris, Middleweight, 0
10245, Las Vegas, Middleweight, 0
10246, Denver, Middleweight, 1
10247, Las Vegas, Middleweight, 1
10248, Dublin, Middleweight, 0
10249, London, Middleweight, 0
10250, Dublin, Middleweight, 1
10251, Dublin, Middleweight, 0
10252, Dublin, Middleweight, 0
10253, Las Vegas, Middleweight, 1
10254, Paris, Middleweight, 0
10255, Los Angeles, Middleweight, 0
10256, Dublin, Middleweight, 1
10257, Denver, Middleweight, 1
10258, Denver, Middleweight, 0
10259, Las Vegas, Middleweight, 1
10260, Las Vegas, Middleweight, 1
10261, Denver, Middleweight, 0
10262, Seattle, Middleweight, 1
10263, Paris, Middleweight, 0
10264, New York, Middleweight, 0
10265, Los Angeles, Middleweight, 1
10266, Seattle, Middleweight, 1
10267, Dublin, Middleweight, 0
10268, Los Angeles, Middleweight, 0
10269, Seattle, Middleweight, 0
10270, London, Middleweight, 1
10271, Denver, Middleweight, 1
10272, London, Middleweight, 1
10273, Paris, Middleweight, 1
10274, Dublin, Middleweight, 1
10275, Paris, Middleweight, 0
10276, Dublin, Middleweight, 1
10277, Paris, Middleweight, 0
10278, Los Angeles, Middleweight, 0
10279, Paris, Middleweight, 0
10280, Los Angeles, Middleweight, 1
10281, Dublin, Middleweight, 1
10282, Denver, Middleweight, 1
10283, Denver, Middleweight, 1
10284, Los Angeles, Middleweight, 1
10285, Dublin, Middleweight, 1
10286, Paris, Middleweight, 0
10287, Seattle, Middleweight, 0
10288, Dublin, Middleweight, 0
10289, Paris, Middleweight, 0
10290, London, Middleweight, 1
10291, New York, Middleweight, 0
10292, Denver, Middleweight, 0
10293, Seattle, Middleweight, 1
10294, New York, Middleweight, 0
10295, Las Vegas, Middleweight, 1
10296, Seattle, Middleweight, 1
10297, Seattle, Middleweight, 1
10298, Paris, Middleweight, 0
10299, Denver, Middleweight, 1
10300, Los Angeles, Middleweight, 0
10301, Paris, Middleweight, 1
10302, Paris, Middleweight, 0
10303, Las Vegas, Middleweight, 0
10304, London, Middleweight, 0
10305, Denver, Middleweight, 1
10306, Denver, Middleweight, 1
10307, Paris, Middleweight, 1
10308, New York, Middleweight, 0
10309, Las Vegas, Middleweight, 0
10310, Paris, Middleweight, 0
10311, Dublin, Middleweight, 0
10312, Denver, Middleweight, 1
10313, Dublin, Middleweight, 0
10314, Denver, Middleweight, 1
10315, Seattle, Middleweight, 0
10316, Los Angeles, Middleweight, 0
10317, Dublin, Middleweight, 1
10318, Denver, Middleweight, 0
10319, Paris, Middleweight, 1
10320, Los Angeles, Middleweight, 0
10321, Dublin, Middleweight, 1
10322, London, Middleweight, 0
10323, Paris, Middleweight, 0
10324, London, Middleweight, 1
10325, Los Angeles, Middleweight, 0
10326, Paris, Middleweight, 1
10327, Denver, Middleweight, 0
10328, Las Vegas, Middleweight, 1
10329, London, Middleweight, 1
10330, Paris, Middleweight, 1
10331, London, Middleweight, 0
10332, Denver, Middleweight, 0
10333, Seattle, Middleweight, 1
10334, Dublin, Middleweight, 0
10335, Las Vegas, Middleweight, 1
10336, Seattle, Middleweight, 1
10337, Dublin, Middleweight, 1
10338, Los Angeles, Middleweight, 0
10339, Los Angeles, Middleweight, 1
10340, Los Angeles, Middleweight, 0
10341, Denver, Middleweight, 1
10342, Las Vegas, Middleweight, 1
10343, Seattle, Middleweight, 0
10344, New York, Middleweight, 0
10345, Las Vegas, Middleweight, 1
10346, New York, Middleweight, 0
10347, Dublin, Middleweight, 0
10348, Denver, Middleweight, 0
10349, Paris, Middleweight, 1
10350, Los Angeles, Middleweight, 0
10351, London, Middleweight, 1
10352, Las Vegas, Middleweight, 0
10353, Denver, Middleweight, 1
10354, Los Angeles, Middleweight, 1
10355, Seattle, Middleweight, 0
10356, Seattle, Middleweight, 1
10357, London, Middleweight, 0
10358, Denver, Middleweight, 1
10359, London, Middleweight, 0
10360, Seattle, Middleweight, 1
10361, Paris, Middleweight, 0
10362, Paris, Middleweight, 1
10363, New York, Middleweight, 0
10364, Seattle, Middleweight, 0
10365, Seattle, Middleweight, 0
10366, Denver, Middleweight, 0
10367, Seattle, Middleweight, 0
10368, Denver, Middleweight, 0
10369, Los Angeles, Middleweight, 0
10370, Paris, Middleweight, 1
10371, Seattle, Middleweight, 1
10372, Dublin, Middleweight, 1
10373, Dublin, Middleweight, 1
10374, Seattle, Middleweight, 1
10375, Seattle, Middleweight, 1
10376, London, Middleweight, 1
10377, Los Angeles, Middleweight, 1
10378, Denver, Middleweight, 0
10379, Dublin, Middleweight, 1
10380, Las Vegas, Middleweight, 1
10381, Dublin, Middleweight, 1
10382, Las Vegas, Middleweight, 0
10383, Los Angeles, Middleweight, 1
10384, Dublin, Middleweight, 1
10385, London, Middleweight, 1
10386, Seattle, Middleweight, 1
10387, Seattle, Middleweight, 0
10388, New York, Middleweight, 1
10389, Dublin, Middleweight, 0
10390, London, Middleweight, 1
10391, Seattle, Middleweight, 0
10392, Paris, Middleweight, 0
10393, London, Middleweight, 1
10394, Los Angeles, Middleweight, 0
10395, Dublin, Middleweight, 0
10396, Denver, Middleweight, 0
10397, Dublin, Middleweight, 1
10398, Los Angeles, Middleweight, 1
10399, Seattle, Middleweight, 0
10400, Denver, Middleweight, 1
10401, Denver, Middleweight, 0
10402, New York, Middleweight, 1
10403, Los Angeles, Middleweight, 1
10404, Seattle, Middleweight, 0
10405, Seattle, Middleweight, 0
10406, Seattle, Middleweight, 0
10407, Las Vegas, Middleweight, 0
10408, Paris, Middleweight, 0
10409, Seattle, Middleweight, 0
10410, London, Middleweight, 1
10411, New York, Middleweight, 0
10412, London, Middleweight, 0
10413, Denver, Middleweight, 0
10414, Seattle, Middleweight, 0
10415, London, Middleweight, 1
10416, Paris, Middleweight, 1
10417, London, Middleweight, 1
10418, Dublin, Middleweight, 1
10419, Paris, Middleweight, 1
10420, New York, Middleweight, 0
10421, Los Angeles, Middleweight, 0
10422, Dublin, Middleweight, 1
10423, Los Angeles, Middleweight, 1
10424, Paris, Middleweight, 1
10425, Seattle, Middleweight, 1
10426, Paris, Middleweight, 1
10427, Los Angeles, Middleweight, 1
10428, Denver, Middleweight, 0
10429, London, Middleweight, 0
10430, New York, Middleweight, 1
10431, Seattle, Middleweight, 0
10432, New York, Middleweight, 1
10433, London, Middleweight, 0
10434, Seattle, Middleweight, 0
10435, Las Vegas, Middleweight, 1
10436, Dublin, Middleweight, 0
10437, New York, Middleweight, 1
10438, Denver, Middleweight, 0
10439, Paris, Middleweight, 1
10440, Las Vegas, Middleweight, 1
10441, London, Middleweight, 1
10442, London, Middleweight, 1
10443, London, Middleweight, 1
10444, Denver, Middleweight, 0
10445, Dublin, Middleweight, 0
10446, New York, Middleweight, 0
10447, Paris, Middleweight, 0
10448, Seattle, Middleweight, 1
10449, Denver, Middleweight, 0
10450, New York, Middleweight, 0
10451, London, Middleweight, 0
10452, Las Vegas, Middleweight, 1
10453, Denver, Middleweight, 1
10454, London, Middleweight, 1
10455, Seattle, Middleweight, 1
10456, London, Middleweight, 1
10457, New York, Middleweight, 1
10458, Seattle, Middleweight, 1
10459, Las Vegas, Middleweight, 1
10460, Dublin, Middleweight, 0
10461, Seattle, Middleweight, 1
10462, Los Angeles, Middleweight, 1
10463, Los Angeles, Middleweight, 0
10464, New York, Middleweight, 0
10465, Las Vegas, Middleweight, 0
10466, Denver, Middleweight, 0
10467, Los Angeles, Middleweight, 1
10468, Las Vegas, Middleweight, 0
10469, Paris, Middleweight, 0
10470, Denver, Middleweight, 0
10471, Paris, Middleweight, 1
10472, Denver, Middleweight, 0
10473, London, Middleweight, 0
10474, Las Vegas, Middleweight, 1
10475, Seattle, Middleweight, 0
10476, London, Middleweight, 1
10477, London, Middleweight, 0
10478, Las Vegas, Middleweight, 0
10479, Las Vegas, Middleweight, 0
10480, Dublin, Middleweight, 1
10481, Las Vegas, Middleweight, 0
10482, Dublin, Middleweight, 1
10483, Las Vegas, Middleweight, 0
10484, Las Vegas, Middleweight, 0
10485, New York, Middleweight, 0
10486, Las Vegas, Middleweight, 0
10487, New York, Middleweight, 1
10488, Denver, Middleweight, 1
10489, Los Angeles, Middleweight, 1
10490, Seattle, Middleweight, 0
10491, London, Middleweight, 0
10492, Paris, Middleweight, 0
10493, Denver, Middleweight, 1
10494, Paris, Middleweight, 1
10495, Las Vegas, Middleweight, 1
10496, London, Middleweight, 0
10497, Paris, Middleweight, 0
10498, Los Angeles, Middleweight, 0
10499, London, Middleweight, 1
10500, Dublin, Middleweight, 0
10501, Seattle, Middleweight, 1
10502, Dublin, Middleweight, 1
10503, Los Angeles, Middleweight, 1
10504, London, Middleweight, 0
10505, Denver, Middleweight, 1
10506, Seattle, Middleweight, 1
10507, New York, Middleweight, 1
10508, Seattle, Middleweight, 1
10509, Las Vegas, Middleweight, 0
10510, Paris, Middleweight, 1
10511, New York, Middleweight, 1
10512, Paris, Middleweight, 1
10513, Las Vegas, Middleweight, 1
10514, Denver, Middleweight, 0
10515, Paris, Middleweight, 0
10516, Las Vegas, Middleweight, 1
10517, Dublin, Middleweight, 1
10518, Los Angeles, Middleweight, 1
10519, New York, Middleweight, 0
10520, New York, Middleweight, 1
10521, Dublin, Middleweight, 1
10522, Los Angeles, Middleweight, 0
10523, Los Angeles, Middleweight, 1
10524, Las Vegas, Middleweight, 0
10525, Seattle, Middleweight, 1
10526, Denver, Middleweight, 0
10527, Seattle, Middleweight, 0
10528, Dublin, Middleweight, 0
10529, Dublin, Middleweight, 0
10530, Dublin, Middleweight, 1
10531, Seattle, Middleweight, 1
10532, Dublin, Middleweight, 1
10533, Dublin, Middleweight, 0
10534, London, Middleweight, 0
10535, Las Vegas, Middleweight, 1
10536, Denver, Middleweight, 0
10537, Paris, Middleweight, 0
10538, London, Middleweight, 0
10539, Los Angeles, Middleweight, 1
10540, Las Vegas, Middleweight, 1
10541, Denver, Middleweight, 0
10542, Los Angeles, Middleweight, 0
10543, Las Vegas, Middleweight, 0
10544, London, Middleweight, 0
10545, Paris, Middleweight, 1
10546, London, Middleweight, 0
10547, Paris, Middleweight, 0
10548, Los Angeles, Middleweight, 1
10549, Seattle, Middleweight, 0
10550, Denver, Middleweight, 0
10551, Las Vegas, Middleweight, 0
10552, Paris, Middleweight, 0
10553, Denver, Middleweight, 0
10554, Los Angeles, Middleweight, 0
10555, London, Middleweight, 0
10556, Las Vegas, Middleweight, 0
10557, New York, Middleweight, 0
10558, Seattle, Middleweight, 0
10559, Los Angeles, Middleweight, 0
10560, Los Angeles, Middleweight, 0
10561, London, Middleweight, 1
10562, Los Angeles, Middleweight, 0
10563, New York, Middleweight, 0
10564, Denver, Middleweight, 0
10565, Seattle, Middleweight, 1
10566, New York, Middleweight, 0
10567, Paris, Middleweight, 0
10568, Seattle, Middleweight, 0
10569, London, Middleweight, 1
10570, Paris, Middleweight, 0
10571, Los Angeles, Middleweight, 0
10572, Denver, Middleweight, 0
10573, Paris, Middleweight, 0
10574, Dublin, Middleweight, 1
10575, Las Vegas, Middleweight, 1
10576, Seattle, Middleweight, 0
10577, Las Vegas, Middleweight, 0
10578, Denver, Middleweight, 0
10579, Las Vegas, Middleweight, 1
10580, Dublin, Middleweight, 1
10581, New York, Middleweight, 0
10582, London, Middleweight, 0
10583, Paris, Middleweight, 0
10584, New York, Middleweight, 0
10585, Denver, Middleweight, 1
10586, Seattle, Middleweight, 1
10587, Dublin, Middleweight, 0
10588, London, Middleweight, 0
10589, Los Angeles, Middleweight, 0
10590, Seattle, Middleweight, 1
10591, Paris, Middleweight, 0
10592, Denver, Middleweight, 1
10593, New York, Middleweight, 0
10594, Dublin, Middleweight, 0
10595, Las Vegas, Middleweight, 1
10596, Dublin, Middleweight, 1
10597, Seattle, Middleweight, 1
10598, New York, Middleweight, 0
10599, London, Middleweight, 1
10600, London, Middleweight, 0
10601, London, Middleweight, 1
10602, London, Middleweight, 0
10603, Dublin, Middleweight, 0
10604, Denver, Middleweight, 1
10605, Denver, Middleweight, 1
10606, Dublin, Middleweight, 0
10607, Los Angeles, Middleweight, 0
10608, Dublin, Middleweight, 1
10609, Paris, Middleweight, 1
10610, London, Middleweight, 1
10611, London, Middleweight, 0
10612, Denver, Middleweight, 1
10613, Las Vegas, Middleweight, 0
10614, New York, Middleweight, 0
10615, Las Vegas, Middleweight, 1
10616, London, Middleweight, 0
10617, Los Angeles, Middleweight, 0
10618, London, Middleweight, 1
10619, Dublin, Middleweight, 1
10620, Paris, Middleweight, 0
10621, Los Angeles, Middleweight, 0
10622, Denver, Middleweight, 1
10623, Los Angeles, Middleweight, 1
10624, Denver, Middleweight, 1
10625, Paris, Middleweight, 0
10626, Los Angeles, Middleweight, 1
10627, Denver, Middleweight, 1
10628, Las Vegas, Middleweight, 1
10629, Paris, Middleweight, 0
10630, Denver, Middleweight, 0
10631, Las Vegas, Middleweight, 1
10632, Dublin, Middleweight, 0
10633, Los Angeles, Middleweight, 1
10634, Los Angeles, Middleweight, 0
10635, Paris, Middleweight, 1
10636, Las Vegas, Middleweight, 1
10637, New York, Middleweight, 1
10638, Dublin, Middleweight, 1
10639, Seattle, Middleweight, 0
10640, Denver, Middleweight, 0
10641, London, Middleweight, 0
10642, Seattle, Middleweight, 0
10643, Las Vegas, Middleweight, 0
10644, Los Angeles, Middleweight, 1
10645, London, Middleweight, 0
10646, Seattle, Middleweight, 0
10647, New York, Middleweight, 1
10648, Paris, Middleweight, 0
10649, Dublin, Middleweight, 1
10650, New York, Middleweight, 1
10651, New York, Middleweight, 1
10652, Paris, Middleweight, 1
10653, Las Vegas, Middleweight, 0
10654, New York, Middleweight, 0
10655, New York, Middleweight, 1
10656, London, Middleweight, 1
10657, London, Middleweight, 0
10658, Las Vegas, Middleweight, 0
10659, Dublin, Middleweight, 1
10660, London, Middleweight, 0
10661, New York, Middleweight, 1
10662, Las Vegas, Middleweight, 1
10663, Paris, Middleweight, 1
10664, Dublin, Middleweight, 1
10665, London, Middleweight, 0
10666, London, Middleweight, 1
10667, Las Vegas, Middleweight, 0
10668, New York, Middleweight, 1
10669, Seattle, Middleweight, 0
10670, New York, Middleweight, 1
10671, Dublin, Middleweight, 1
10672, Las Vegas, Middleweight, 0
10673, Denver, Middleweight, 1
10674, Denver, Middleweight, 0
10675, Los Angeles, Middleweight, 1
10676, London, Middleweight, 0
10677, Las Vegas, Middleweight, 1
10678, Las Vegas, Middleweight, 0
10679, Dublin, Middleweight, 0
10680, Las Vegas, Middleweight, 0
10681, Dublin, Middleweight, 1
10682, Los Angeles, Middleweight, 0
10683, Denver, Middleweight, 1
10684, Paris, Middleweight, 1
10685, Denver, Middleweight, 1
10686, Seattle, Middleweight, 0
10687, London, Middleweight, 0
10688, Denver, Middleweight, 0
10689, Los Angeles, Middleweight, 0
10690, Dublin, Middleweight, 1
10691, Los Angeles, Middleweight, 0
10692, New York, Middleweight, 1
10693, Las Vegas, Middleweight, 1
10694, Las Vegas, Middleweight, 1
10695, Las Vegas, Middleweight, 0
10696, Seattle, Middleweight, 1
10697, Paris, Middleweight, 1
10698, New York, Middleweight, 1
10699, New York, Middleweight, 0
10700, New York, Middleweight, 1
10701, London, Middleweight, 0
10702, Paris, Middleweight, 0
10703, Dublin, Middleweight, 0
10704, Denver, Middleweight, 0
10705, London, Middleweight, 1
10706, Dublin, Middleweight, 0
10707, Seattle, Middleweight, 1
10708, Denver, Middleweight, 0
10709, Paris, Middleweight, 1
10710, Paris, Middleweight, 1
10711, Los Angeles, Middleweight, 0
10712, Denver, Middleweight, 1
10713, Las Vegas, Middleweight, 1
10714, Dublin, Middleweight, 0
10715, Dublin, Middleweight, 1
10716, Denver, Middleweight, 1
10717, New York, Middleweight, 1
10718, Seattle, Middleweight, 0
10719, Seattle, Middleweight, 0
10720, Los Angeles, Middleweight, 0
10721, Paris, Middleweight, 1
10722, Denver, Middleweight, 0
10723, London, Middleweight, 1
10724, Paris, Middleweight, 1
10725, New York, Middleweight, 0
10726, New York, Middleweight, 0
10727, London, Middleweight, 1
10728, London, Middleweight, 0
10729, Seattle, Middleweight, 0
10730, Las Vegas, Middleweight, 0
10731, Paris, Middleweight, 0
10732, Seattle, Middleweight, 1
10733, Dublin, Middleweight, 0
10734, London, Middleweight, 0
10735, London, Middleweight, 0
10736, Los Angeles, Middleweight, 1
10737, Las Vegas, Middleweight, 0
10738, Dublin, Middleweight, 0
10739, Denver, Middleweight, 1
10740, Paris, Middleweight, 1
10741, New York, Middleweight, 1
10742, New York, Middleweight, 1
10743, Paris, Middleweight, 1
10744, Seattle, Middleweight, 1
10745, Paris, Middleweight, 0
10746, Seattle, Middleweight, 0
10747, New York, Middleweight, 1
10748, Los Angeles, Middleweight, 0
10749, Las Vegas, Middleweight, 0
10750, Paris, Middleweight, 0
10751, London, Middleweight, 0
10752, Las Vegas, Middleweight, 1
10753, New York, Middleweight, 1
10754, New York, Middleweight, 1
10755, Dublin, Middleweight, 1
10756, London, Middleweight, 0
10757, Dublin, Middleweight, 1
10758, London, Middleweight, 1
10759, New York, Middleweight, 0
10760, Paris, Middleweight, 0
10761, London, Middleweight, 0
10762, Las Vegas, Middleweight, 1
10763, Las Vegas, Middleweight, 1
10764, Los Angeles, Middleweight, 0
10765, Dublin, Middleweight, 0
10766, Los Angeles, Middleweight, 1
10767, Dublin, Middleweight, 0
10768, London, Middleweight, 0
10769, Denver, Middleweight, 1
10770, Los Angeles, Middleweight, 1
10771, Denver, Middleweight, 0
10772, Dublin, Middleweight, 1
10773, London, Middleweight, 0
10774, Denver, Middleweight, 0
10775, Denver, Middleweight, 0
10776, Las Vegas, Middleweight, 0
10777, Dublin, Middleweight, 1
10778, New York, Middleweight, 0
10779, Dublin, Middleweight, 1
10780, Denver, Middleweight, 0
10781, New York, Middleweight, 0
10782, Paris, Middleweight, 0
10783, Los Angeles, Middleweight, 0
10784, Las Vegas, Middleweight, 1
10785, Las Vegas, Middleweight, 0
10786, Las Vegas, Middleweight, 0
10787, Paris, Middleweight, 0
10788, Las Vegas, Middleweight, 0
10789, Dublin, Middleweight, 0
10790, Los Angeles, Middleweight, 1
10791, Dublin, Middleweight, 1
10792, Denver, Middleweight, 0
10793, Paris, Middleweight, 1
10794, Las Vegas, Middleweight, 0
10795, Seattle, Middleweight, 0
10796, Dublin, Middleweight, 0
10797, Seattle, Middleweight, 0
10798, London, Middleweight, 0
10799, Las Vegas, Middleweight, 1
10800, Denver, Middleweight, 0
10801, Las Vegas, Middleweight, 1
10802, Las Vegas, Middleweight, 1
10803, Denver, Middleweight, 0
10804, Las Vegas, Middleweight, 0
10805, Los Angeles, Middleweight, 0
10806, London, Middleweight, 0
10807, London, Middleweight, 0
10808, Seattle, Middleweight, 1
10809, Las Vegas, Middleweight, 0
10810, New York, Middleweight, 1
10811, Las Vegas, Middleweight, 0
10812, Los Angeles, Middleweight, 0
10813, Los Angeles, Middleweight, 1
10814, New York, Middleweight, 1
10815, New York, Middleweight, 0
10816, Los Angeles, Middleweight, 0
10817, Denver, Middleweight, 0
10818, Denver, Middleweight, 1
10819, New York, Middleweight, 0
10820, Denver, Middleweight, 0
10821, New York, Middleweight, 1
10822, Seattle, Middleweight, 1
10823, Seattle, Middleweight, 0
10824, New York, Middleweight, 0
10825, New York, Middleweight, 1
10826, Dublin, Middleweight, 1
10827, Dublin, Middleweight, 0
10828, Paris, Middleweight, 0
10829, Paris, Middleweight, 1
10830, Denver, Middleweight, 0
10831, Las Vegas, Middleweight, 1
10832, Seattle, Middleweight, 1
10833, Las Vegas, Middleweight, 0
10834, London, Middleweight, 0
10835, New York, Middleweight, 1
10836, Los Angeles, Middleweight, 0
10837, Seattle, Middleweight, 1
10838, New York, Middleweight, 0
10839, Seattle, Middleweight, 0
10840, Dublin, Middleweight, 0
10841, Seattle, Middleweight, 1
10842, Los Angeles, Middleweight, 1
10843, Las Vegas, Middleweight, 0
10844, Paris, Middleweight, 1
10845, Paris, Middleweight, 1
10846, New York, Middleweight, 0
10847, Seattle, Middleweight, 1
10848, Dublin, Middleweight, 0
10849, Seattle, Middleweight, 1
10850, Las Vegas, Middleweight, 1
10851, New York, Middleweight, 1
10852, Las Vegas, Middleweight, 0
10853, New York, Middleweight, 1
10854, Denver, Middleweight, 1
10855, London, Middleweight, 0
10856, New York, Middleweight, 0
10857, Las Vegas, Middleweight, 1
10858, Dublin, Middleweight, 1
10859, Los Angeles, Middleweight, 1
10860, Los Angeles, Middleweight, 1
10861, Los Angeles, Middleweight, 0
10862, London, Middleweight, 1
10863, Paris, Middleweight, 1
10864, Las Vegas, Middleweight, 0
10865, Los Angeles, Middleweight, 0
10866, Las Vegas, Middleweight, 0
10867, Seattle, Middleweight, 0
10868, Las Vegas, Middleweight, 1
10869, Paris, Middleweight, 1
10870, Paris, Middleweight, 1
10871, Los Angeles, Middleweight, 0
10872, Las Vegas, Middleweight, 0
10873, London, Middleweight, 1
10874, Los Angeles, Middleweight, 1
10875, New York, Middleweight, 0
10876, New York, Middleweight, 1
10877, London, Middleweight, 1
10878, Dublin, Middleweight, 1
10879, Dublin, Middleweight, 0
10880, New York, Middleweight, 0
10881, Los Angeles, Middleweight, 0
10882, Seattle, Middleweight, 1
10883, New York, Middleweight, 1
10884, Seattle, Middleweight, 0
10885, London, Middleweight, 0
10886, Seattle, Middleweight, 0
10887, Las Vegas, Middleweight, 1
10888, Las Vegas, Middleweight, 0
10889, Dublin, Middleweight, 1
10890, Dublin, Middleweight, 1
10891, Dublin, Middleweight, 1
10892, New York, Middleweight, 1
10893, Denver, Middleweight, 1
10894, London, Middleweight, 1
10895, Paris, Middleweight, 0
10896, Seattle, Middleweight, 1
10897, Las Vegas, Middleweight, 1
10898, London, Middleweight, 0
10899, Dublin, Middleweight, 0
10900, Denver, Middleweight, 1
10901, New York, Middleweight, 1
10902, New York, Middleweight, 0
10903, London, Middleweight, 1
10904, London, Middleweight, 0
10905, New York, Middleweight, 1
10906, Las Vegas, Middleweight, 0
10907, New York, Middleweight, 0
10908, Los Angeles, Middleweight, 0
10909, Seattle, Middleweight, 0
10910, Seattle, Middleweight, 0
10911, Denver, Middleweight, 1
10912, Dublin, Middleweight, 0
10913, London, Middleweight, 1
10914, Paris, Middleweight, 0
10915, London, Middleweight, 1
10916, Los Angeles, Middleweight, 1
10917, London, Middleweight, 1
10918, London, Middleweight, 1
10919, Paris, Middleweight, 0
10920, Seattle, Middleweight, 1
10921, Las Vegas, Middleweight, 1
10922, Seattle, Middleweight, 0
10923, Paris, Middleweight, 0
10924, Las Vegas, Middleweight, 1
10925, New York, Middleweight, 1
10926, Dublin, Middleweight, 1
10927, London, Middleweight, 0
10928, London, Middleweight, 1
10929, Dublin, Middleweight, 0
10930, Las Vegas, Middleweight, 0
10931, Paris, Middleweight, 0
10932, Dublin, Middleweight, 0
10933, Dublin, Middleweight, 0
10934, New York, Middleweight, 1
10935, Las Vegas, Middleweight, 1
10936, London, Middleweight, 1
10937, Dublin, Middleweight, 0
10938, Denver, Middleweight, 1
10939, Las Vegas, Middleweight, 0
10940, London, Middleweight, 0
10941, Denver, Middleweight, 1
10942, Paris, Middleweight, 0
10943, Los Angeles, Middleweight, 0
10944, Paris, Middleweight, 1
10945, New York, Middleweight, 0
10946, London, Middleweight, 0
10947, Seattle, Middleweight, 1
10948, Dublin, Middleweight, 1
10949, Los Angeles, Middleweight, 0
10950, Las Vegas, Middleweight, 1
10951, Los Angeles, Middleweight, 1
10952, New York, Middleweight, 0
10953, Las Vegas, Middleweight, 1
10954, Paris, Middleweight, 1
10955, London, Middleweight, 1
10956, Seattle, Middleweight, 1
10957, New York, Middleweight, 0
10958, New York, Middleweight, 0
10959, Paris, Middleweight, 0
10960, Las Vegas, Middleweight, 1
10961, Los Angeles, Middleweight, 1
10962, London, Middleweight, 0
10963, Seattle, Middleweight, 0
10964, Seattle, Middleweight, 1
10965, Los Angeles, Middleweight, 0
10966, Seattle, Middleweight, 1
10967, Denver, Middleweight, 0
10968, Las Vegas, Middleweight, 0
10969, Seattle, Middleweight, 0
10970, Las Vegas, Middleweight, 0
10971, Seattle, Middleweight, 1
10972, London, Middleweight, 1
10973, Paris, Middleweight, 0
10974, Denver, Middleweight, 1
10975, London, Middleweight, 0
10976, Denver, Middleweight, 0
10977, Paris, Middleweight, 1
10978, Dublin, Middleweight, 0
10979, Seattle, Middleweight, 0
10980, Las Vegas, Middleweight, 1
10981, Denver, Middleweight, 0
10982, Denver, Middleweight, 0
10983, Los Angeles, Middleweight, 1
10984, Denver, Middleweight, 0
10985, New York, Middleweight, 0
10986, Denver, Middleweight, 0
10987, London, Middleweight, 1
10988, Denver, Middleweight, 1
10989, Seattle, Middleweight, 1
10990, Dublin, Middleweight, 0
10991, Denver, Middleweight, 1
10992, Dublin, Middleweight, 1
10993, New York, Middleweight, 0
10994, New York, Middleweight, 0
10995, Las Vegas, Middleweight, 1
10996, London, Middleweight, 1
10997, London, Middleweight, 1
10998, Los Angeles, Middleweight, 1
10999, Los Angeles, Middleweight, 0
11000, Las Vegas, Middleweight, 0
11001, Paris, Middleweight, 1
11002, Paris, Middleweight, 0
11003, Los Angeles, Middleweight, 0
11004, Denver, Middleweight, 1
11005, Denver, Middleweight, 0
11006, Denver, Middleweight, 1
11007, Denver, Middleweight, 0
11008, Las Vegas, Middleweight, 0
11009, Paris, Middleweight, 1
11010, London, Middleweight, 0
11011, Seattle, Middleweight, 1
11012, New York, Middleweight, 0
11013, Paris, Middleweight, 1
11014, Seattle, Middleweight, 1
11015, Las Vegas, Middleweight, 1
11016, Denver, Middleweight, 1
11017, New York, Middleweight, 1
11018, New York, Middleweight, 0
11019, Seattle, Middleweight, 1
11020, Paris, Middleweight, 0
11021, Paris, Middleweight, 0
11022, London, Middleweight, 0
11023, Paris, Middleweight, 1
11024, London, Middleweight, 0
11025, Dublin, Middleweight, 1
11026, Las Vegas, Middleweight, 0
11027, Paris, Middleweight, 0
11028, Paris, Middleweight, 0
11029, London, Middleweight, 0
11030, New York, Middleweight, 1
11031, New York, Middleweight, 1
11032, London, Middleweight, 0
11033, Los Angeles, Middleweight, 1
11034, Dublin, Middleweight, 1
11035, Paris, Middleweight, 0
11036, London, Middleweight, 0
11037, London, Middleweight, 0
11038, Denver, Middleweight, 0
