1, DEVON PETERSON, 3-4-5, 3, Welterweight, 0
1586, PATRICIA SOTO, 4-6-2, 4, Light Heavyweight, 0
1587, DENIS WELLS, 3-6-1, 3, Heavyweight, 1
1588, MAXWELL KELLY, 2-6-2, 2, Heavyweight, 0
1589, MERRILL MASON, 3-5-1, 3, Heavyweight, 0
1590, DWAYNE GARDNER, 1-4-1, 1, Welterweight, 0
1591, CARMINE FORD, 1-3-0, 1, Light Heavyweight, 1
1592, RUPERT ANDREWS, 2-4-3, 2, Lightweight, 0
1593, SHELDON RAMOS, 4-7-3, 4, Lightweight, 1
1594, CHADWICK ALVAREZ, 3-4-2, 3, Welterweight, 0
1595, PATRICK DESPER, 1-9-1, 1, Welterweight, 0
1596, JAY EAKLE, 5-4-3, 5, Welterweight, 1
1597, ANDREA HAMILTON, 5-6-0, 5, Heavyweight, 0
1598, LAZARO GRAHAM, 4-4-2, 4, Middleweight, 1
1599, GARRETT WOODS, 4-2-2, 4, Heavyweight, 0
1600, ANDRES TURNER, 7-3-4, 7, Light Heavyweight, 1
1601, TED DIMERY, 2-7-4, 2, Welterweight, 0
1602, QUINN KING, 4-8-2, 4, Welterweight, 0
1603, JAE FELBERBAUM, 6-5-1, 6, Middleweight, 0
1604, JAMES CURTIS, 6-1-3, 6, Light Heavyweight, 1
1605, BURL PRICE, 4-4-0, 4, Middleweight, 1
1606, FRED FAUSNAUGHT, 2-3-2, 2, Welterweight, 0
1607, LEIF SOTO, 3-4-2, 3, Light Heavyweight, 0
1608, ARCHIE RUSSELL, 4-5-1, 4, Heavyweight, 1
1609, GALE MURPHY, 8-3-3, 8, Heavyweight, 0
1610, DILLON ELLIS, 3-6-3, 3, Lightweight, 0
1611, KRISTOFER LAWRENCE, 4-1-2, 4, Middleweight, 0
1612, LUCIO HERNANDEZ, 7-8-5, 7, Welterweight, 1
1613, JOSEPH GRAY, 3-0-2, 3, Welterweight, 0
1614, LEIF BLACK, 7-8-2, 7, Light Heavyweight, 1
1615, ERICK GONZALEZ, 5-3-0, 5, Heavyweight, 1
1616, FRANCESCO MOORE, 1-3-2, 1, Heavyweight, 0
1617, RICARDO JACKSON, 7-3-0, 7, Lightweight, 1
1618, TIM ALLEN, 4-1-1, 4, Light Heavyweight, 0
1619, SAUL COLEMAN, 4-3-2, 4, Welterweight, 1
1620, NICKY HUDSON, 2-5-1, 2, Middleweight, 1
1621, SHELDON PARKER, 1-5-1, 1, Middleweight, 1
1622, MOSE BENNETT, 3-6-2, 3, Welterweight, 0
1623, WES BURKE, 5-1-4, 5, Heavyweight, 1
1624, DAMON FLEMING, 4-5-2, 4, Welterweight, 1
1625, ROSS BANKS, 7-5-4, 7, Heavyweight, 1
1626, NORMAN DIMMITT, 4-1-2, 4, Heavyweight, 1
1627, BILLY WOODS, 7-2-2, 7, Middleweight, 0
1628, EMILIO BRYANT, 4-6-2, 4, Middleweight, 1
1629, BRANDEN DELPINO, 2-3-2, 2, Lightweight, 0
1630, RICKEY HICKS, 5-3-1, 5, Light Heavyweight, 0
1631, BRYAN FAUSNAUGHT, 6-6-2, 6, Welterweight, 1
1632, ALBERT WEST, 2-3-0, 2, Middleweight, 1
1633, ABEL GEORGE, 4-4-4, 4, Lightweight, 1
1634, HUBERT DANIELS, 5-5-3, 5, Heavyweight, 1
1635, EDGARDO WELCH, 2-8-3, 2, Light Heavyweight, 0
1636, HIRAM HERRERA, 5-6-1, 5, Lightweight, 1
1637, ODIS DONLAN, 4-4-2, 4, Light Heavyweight, 0
1638, RUFUS SILVA, 0-2-2, 0, Middleweight, 1
1639, CLINTON DONATHAN, 10-0-4, 10, Middleweight, 1
1640, HERIBERTO ALLEN, 5-1-1, 5, Heavyweight, 0
1641, DOMENIC HANSEN, 4-3-5, 4, Light Heavyweight, 0
1642, BOBBY MILLS, 6-5-3, 6, Light Heavyweight, 1
1643, LAURENCE ROMERO, 3-2-2, 3, Middleweight, 1
1644, GALEN MARSHALL, 3-1-2, 3, Light Heavyweight, 0
1645, NICHOLAS DINGEE, 5-5-1, 5, Light Heavyweight, 0
1646, PHIL HAWKINS, 0-2-2, 0, Lightweight, 1
1647, ROB CARLSON, 3-2-3, 3, Middleweight, 1
1648, TITUS BRADLEY, 3-4-4, 3, Light Heavyweight, 0
1649, MARIA FINTON, 8-5-1, 8, Heavyweight, 1
1650, BURT KENNEDY, 4-3-0, 4, Light Heavyweight, 1
1651, ELVIN SOTO, 4-8-3, 4, Light Heavyweight, 0
1652, DANE MARTIN, 7-4-3, 7, Middleweight, 1
1653, EMORY DILULLO, 3-2-4, 3, Light Heavyweight, 1
1654, HIRAM DIMMITT, 3-2-2, 3, Light Heavyweight, 0
1655, MATT KIM, 5-4-2, 5, Middleweight, 1
1656, ROSARIO FOWLER, 4-1-2, 4, Lightweight, 1
1657, LAUREN DESNOYERS, 3-4-2, 3, Light Heavyweight, 1
1658, JEAN BOYD, 3-5-3, 3, Lightweight, 0
1659, ELTON MILLS, 5-4-2, 5, Heavyweight, 0
1660, LUCIANO NICHOLS, 2-7-2, 2, Lightweight, 0
1661, CHARLEY WARREN, 6-3-2, 6, Middleweight, 0
1662, SONNY MILLS, 5-6-2, 5, Middleweight, 0
1663, TYRONE GONZALES, 6-4-2, 6, Lightweight, 0
1664, RON DELUCCA, 3-2-1, 3, Lightweight, 0
1665, HARRIS RICE, 5-3-3, 5, Heavyweight, 0
1666, LEE SMITH, 2-12-3, 2, Middleweight, 0
1667, LEON CLARK, 1-3-0, 1, Middleweight, 1
1668, ROLANDO DUDAS, 1-4-3, 1, Heavyweight, 1
1669, AUGUST MONTGOMERY, 5-2-2, 5, Welterweight, 0
1670, BERT DUNCAN, 1-4-0, 1, Heavyweight, 1
1671, SHON ARMSTRONG, 3-6-2, 3, Light Heavyweight, 1
1672, REY DAY, 2-5-1, 2, Light Heavyweight, 0
1673, THOMAS EDWARDS, 3-4-1, 3, Heavyweight, 1
1674, WM FILMORE, 1-6-1, 1, Middleweight, 1
1675, TOMMIE HART, 3-1-2, 3, Welterweight, 1
1676, DARIUS BOWMAN, 3-1-3, 3, Middleweight, 1
1677, ALVIN EDDINGER, 1-4-1, 1, Middleweight, 0
1678, EMANUEL FEOLA, 5-5-1, 5, Welterweight, 0
1679, JEWEL BAILEY, 2-6-2, 2, Light Heavyweight, 1
1680, VINCE MORRISON, 3-4-1, 3, Welterweight, 0
1681, LEIGH ANDERSON, 4-4-0, 4, Middleweight, 1
1682, DANE FISHER, 3-0-1, 3, Heavyweight, 0
1683, FIDEL HENRY, 4-3-3, 4, Light Heavyweight, 1
1684, NOLAN PALMER, 7-2-3, 7, Welterweight, 1
1685, FELIPE GREENE, 2-2-1, 2, Heavyweight, 0
1686, BILLY HILL, 3-3-3, 3, Lightweight, 1
1687, GEOFFREY BANKS, 9-1-3, 9, Heavyweight, 0
1688, CLAYTON BISHOP, 4-4-1, 4, Welterweight, 1
1689, RUDOLPH BRADLEY, 8-4-1, 8, Light Heavyweight, 1
1690, CALVIN MURPHY, 5-6-0, 5, Welterweight, 1
1691, DAMIAN FRAZIER, 5-1-2, 5, Welterweight, 0
1692, SONNY REYES, 5-1-1, 5, Welterweight, 1
1693, REID LEE, 4-2-2, 4, Light Heavyweight, 0
1694, ORVILLE BRYANT, 6-5-6, 6, Welterweight, 1
1695, GEORGE HAYES, 3-3-2, 3, Middleweight, 0
1696, FELIX DINGEE, 2-0-0, 2, Middleweight, 1
1697, TRUMAN GREEN, 6-2-4, 6, Lightweight, 0
1698, WILFORD HOLLAND, 2-4-2, 2, Light Heavyweight, 0
1699, NICHOLAS BELL, 5-3-2, 5, Welterweight, 0
1700, RAMIRO HUNT, 3-1-2, 3, Middleweight, 0
1701, JACKSON CRAWFORD, 4-3-1, 4, Welterweight, 0
1702, ERICK GREEN, 4-1-2, 4, Heavyweight, 1
1703, FREDRICK DOMKE, 4-4-1, 4, Light Heavyweight, 1
1704, NICKY FULLER, 3-4-7, 3, Light Heavyweight, 1
1705, DARRYL DUNWOODY, 6-2-5, 6, Middleweight, 0
1706, TOM LAWRENCE, 4-5-1, 4, Welterweight, 0
1707, EARLE ENZ, 6-2-1, 6, Light Heavyweight, 0
1708, TIMMY EVANS, 4-3-1, 4, Welterweight, 1
1709, ADAN SCHMIDT, 1-4-2, 1, Heavyweight, 1
1710, PORTER BAILEY, 1-9-2, 1, Welterweight, 0
1711, RODRICK DONLAN, 3-2-5, 3, Welterweight, 1
1712, EMERY MORGAN, 4-1-2, 4, Heavyweight, 1
1713, GRANT MILLER, 6-3-3, 6, Lightweight, 0
1714, MANUEL DEMSKI, 6-5-2, 6, Light Heavyweight, 0
1715, DARNELL WILLIAMS, 3-3-2, 3, Middleweight, 0
1716, DAMIAN PETERS, 5-6-1, 5, Middleweight, 0
1717, ISREAL BRYANT, 4-5-1, 4, Welterweight, 1
1718, JOHNSON CRAWFORD, 7-7-1, 7, Heavyweight, 0
1719, GILBERTO OWENS, 6-3-3, 6, Middleweight, 0
1720, RENE KNIGHT, 2-7-3, 2, Middleweight, 1
1721, BENNIE ALVAREZ, 5-5-2, 5, Heavyweight, 0
1722, JOHNSON WILLIAMSON, 5-4-2, 5, Light Heavyweight, 0
1723, RODNEY FIELDS, 6-5-1, 6, Light Heavyweight, 0
1724, DIRK DENA, 2-2-1, 2, Welterweight, 1
1725, TYRELL SIMS, 6-4-2, 6, Heavyweight, 0
1726, LOUIE SIMPSON, 4-1-2, 4, Light Heavyweight, 0
1727, ZACHERY MITCHELL, 2-3-3, 2, Light Heavyweight, 1
1728, FREEMAN BISHOP, 0-3-3, 0, Welterweight, 1
1729, JAMAAL HERNANDEZ, 3-5-2, 3, Middleweight, 1
1730, JAME FINTON, 5-5-3, 5, Middleweight, 1
1731, OLEN CURTIS, 7-6-0, 7, Welterweight, 1
1732, WILLIAN CARROLL, 3-4-2, 3, Lightweight, 0
1733, KIRBY BRYANT, 2-5-3, 2, Lightweight, 0
1734, OLEN JENKINS, 6-7-0, 6, Lightweight, 0
1735, PORTER SCHMIDT, 4-6-4, 4, Lightweight, 0
1736, MARGARITO FERGUSON, 4-5-4, 4, Welterweight, 0
1737, EARLE HOWARD, 6-8-0, 6, Light Heavyweight, 0
1738, BUFORD LOPEZ, 5-2-3, 5, Welterweight, 1
1739, LON JACOBS, 0-6-3, 0, Lightweight, 0
1740, MICAH WELLS, 1-0-2, 1, Lightweight, 1
1741, EDUARDO BOWMAN, 1-3-2, 1, Heavyweight, 0
1742, FABIAN DOBROWOLSKI, 4-2-2, 4, Lightweight, 0
1743, FREDERICK HAWKINS, 4-5-1, 4, Lightweight, 0
1744, NELSON JENSEN, 7-6-1, 7, Welterweight, 1
1745, ANTONE GEORGE, 5-3-2, 5, Heavyweight, 0
1746, FRANKLYN ARNOLD, 5-4-2, 5, Light Heavyweight, 1
1747, FRED EDDINGER, 4-5-1, 4, Welterweight, 1
1748, ELWOOD GARCIA, 4-3-1, 4, Heavyweight, 0
1749, DILLON MOORE, 4-2-2, 4, Middleweight, 0
1750, ERIK GIBSON, 3-4-2, 3, Middleweight, 0
1751, ENRIQUE AUSTIN, 4-6-2, 4, Lightweight, 1
1752, SHIRLEY HERNANDEZ, 4-4-4, 4, Light Heavyweight, 1
1753, BYRON DRESEL, 2-4-4, 2, Welterweight, 1
1754, MAC DIMMITT, 2-2-0, 2, Lightweight, 1
1755, OTIS JOHNSON, 5-3-3, 5, Lightweight, 1
1756, TREVOR DINGEE, 4-1-3, 4, Light Heavyweight, 1
1757, MILTON SIMPSON, 7-3-2, 7, Light Heavyweight, 1
1758, ANTONIA GONZALEZ, 1-5-6, 1, Heavyweight, 1
1759, VERNON HART, 4-4-2, 4, Lightweight, 0
1760, BLAKE MURPHY, 4-2-1, 4, Welterweight, 1
1761, LYMAN DANIELS, 6-3-1, 6, Middleweight, 1
1762, KENNETH MORENO, 5-6-3, 5, Heavyweight, 1
1763, ISREAL SIMPSON, 4-2-4, 4, Lightweight, 1
1764, LINDSEY FARQUHARSON, 4-5-0, 4, Light Heavyweight, 0
1765, COLIN FINTON, 2-6-1, 2, Lightweight, 1
1766, EMILE MCCOY, 5-3-2, 5, Lightweight, 1
1767, HAYDEN EMMICK, 3-3-1, 3, Welterweight, 1
1768, ALEXANDER CLARK, 3-4-2, 3, Light Heavyweight, 1
1769, MONTE GREEN, 8-5-3, 8, Heavyweight, 1
1770, CLARK GONZALEZ, 3-5-1, 3, Heavyweight, 1
1771, RAYMUNDO WOOD, 4-4-1, 4, Middleweight, 0
1772, HERMAN JOHNSTON, 3-5-2, 3, Heavyweight, 1
1773, BOB REID, 1-5-1, 1, Heavyweight, 1
1774, RUSSELL PETERSON, 3-4-0, 3, Heavyweight, 0
1775, HORACE GONZALES, 2-4-6, 2, Welterweight, 1
1776, ADALBERTO BROOKS, 6-5-4, 6, Heavyweight, 1
1777, NELSON FULLER, 5-2-2, 5, Welterweight, 0
1778, DAREN DEAN, 3-4-1, 3, Light Heavyweight, 0
1779, FRANKIE EKKER, 1-3-3, 1, Middleweight, 1
1780, JESUS HUNT, 0-3-1, 0, Light Heavyweight, 1
1781, HENRY SIMS, 4-6-1, 4, Heavyweight, 1
1782, LUTHER YOUNG, 3-7-0, 3, Heavyweight, 0
1783, FORREST FLORES, 3-3-2, 3, Lightweight, 0
1784, GLEN WILLIAMSON, 7-3-1, 7, Heavyweight, 0
1785, ADAM ESTRIDGE, 6-4-1, 6, Lightweight, 1
1786, SETH TORRES, 3-5-2, 3, Lightweight, 0
1787, DAVIS BANKS, 4-6-5, 4, Heavyweight, 0
1788, CLEO RICE, 4-7-6, 4, Light Heavyweight, 0
1789, RICKIE WEBB, 4-5-1, 4, Lightweight, 0
1790, RUBEN DOUGLAS, 6-3-0, 6, Lightweight, 0
1791, KELLY ROBINSON, 5-4-2, 5, Light Heavyweight, 1
1792, YOUNG HILL, 6-3-3, 6, Heavyweight, 0
1793, DIEGO DELPINO, 6-10-1, 6, Light Heavyweight, 0
1794, DOMINGO BURTON, 7-5-2, 7, Welterweight, 0
1795, JAN GORDON, 2-4-3, 2, Welterweight, 0
1796, MIKEL CARLSON, 4-7-6, 4, Welterweight, 1
1797, GEORGE BLACK, 4-4-2, 4, Welterweight, 1
1798, ERROL HOWARD, 8-5-1, 8, Lightweight, 1
1799, FERMIN REYES, 5-3-4, 5, Welterweight, 1
1800, BEAU BLACK, 4-3-0, 4, Middleweight, 0
1801, NICHOLAS GRAHAM, 6-1-3, 6, Welterweight, 1
1802, ANTWAN TUCKER, 5-5-2, 5, Middleweight, 1
1803, PETER SILVA, 5-7-1, 5, Heavyweight, 0
1804, TYLER ELLIOTT, 5-10-2, 5, Middleweight, 1
1805, TREVOR DAY, 7-6-2, 7, Welterweight, 1
1806, SHAWN HUNTER, 5-6-3, 5, Welterweight, 0
1807, MATHEW DIMERY, 4-3-2, 4, Welterweight, 1
1808, LYNN MORALES, 3-4-2, 3, Heavyweight, 1
1809, NATHAN FEOLA, 2-2-4, 2, Heavyweight, 1
1810, RANDALL MURRAY, 5-3-0, 5, Middleweight, 0
1811, JASPER PIERCE, 2-1-2, 2, Middleweight, 0
1812, ELDRIDGE WEBB, 4-3-4, 4, Lightweight, 0
1813, RASHAD BAKER, 4-8-4, 4, Middleweight, 0
1814, TERRELL PEARSON, 4-2-2, 4, Light Heavyweight, 1
1815, HOMER JENSEN, 3-4-0, 3, Lightweight, 0
1816, STAN MASON, 4-7-2, 4, Light Heavyweight, 1
1817, BROOKS EMMICK, 7-6-2, 7, Heavyweight, 0
1818, EDGAR PIERCE, 7-2-3, 7, Middleweight, 0
1819, MERVIN ROGERS, 6-1-0, 6, Middleweight, 0
1820, TYRON HUGHES, 6-4-2, 6, Middleweight, 0
1821, SANTOS EKKER, 5-4-0, 5, Middleweight, 0
1822, BEAU BAILEY, 4-3-3, 4, Heavyweight, 0
1823, ELVIS DUNN, 6-6-4, 6, Lightweight, 1
1824, BEN FAUSNAUGHT, 3-3-3, 3, Middleweight, 0
1825, QUINTON LAWSON, 3-4-3, 3, Light Heavyweight, 1
1826, SERGIO CARTER, 6-2-3, 6, Light Heavyweight, 1
1827, KIP WHEELER, 2-4-2, 2, Welterweight, 1
1828, LAURENCE BURNS, 7-2-3, 7, Light Heavyweight, 1
1829, ALEJANDRO CRUZ, 6-5-1, 6, Heavyweight, 1
1830, SID COX, 1-1-1, 1, Light Heavyweight, 1
1831, ELISEO MCDONALD, 5-6-2, 5, Lightweight, 0
1832, ROBERTO WARREN, 1-3-1, 1, Light Heavyweight, 1
1833, SOLOMON HENRY, 4-2-2, 4, Heavyweight, 1
1834, VAN POWELL, 2-3-1, 2, Lightweight, 0
1835, BENNETT TAYLOR, 2-5-0, 2, Welterweight, 0
1836, VITO PATTERSON, 3-2-2, 3, Heavyweight, 1
1837, YOUNG RUSSELL, 3-5-2, 3, Light Heavyweight, 1
1838, LEWIS PETERSON, 6-4-1, 6, Lightweight, 0
1839, ROMAN BOWMAN, 2-2-2, 2, Light Heavyweight, 1
1840, KENTON BURTON, 0-3-4, 0, Heavyweight, 1
1841, BENEDICT CASTILLO, 3-2-2, 3, Heavyweight, 1
1842, TAD PRICE, 3-3-1, 3, Middleweight, 0
1843, REY GONZALES, 3-2-0, 3, Welterweight, 0
1844, NEAL FASCIANO, 2-6-1, 2, Middleweight, 1
1845, ALTON RAMOS, 6-4-3, 6, Welterweight, 0
1846, LAUREN DIMMITT, 6-2-3, 6, Middleweight, 1
1847, ALAN WRIGHT, 5-2-0, 5, Middleweight, 1
1848, CLAUDE WOOD, 5-7-3, 5, Welterweight, 0
1849, MEL GRAY, 5-7-0, 5, Light Heavyweight, 1
1850, RICKY HUNTER, 4-5-1, 4, Middleweight, 1
1851, CARMINE EKKER, 4-3-3, 4, Lightweight, 0
1852, CHASE CRAWFORD, 3-5-1, 3, Lightweight, 0
1853, ALAN CUNNINGHAM, 4-7-5, 4, Welterweight, 1
1854, ADOLFO DELPINO, 0-6-1, 0, Heavyweight, 1
1855, PORTER ESSMAN, 2-4-7, 2, Light Heavyweight, 1
1856, SALVADOR FAUSNAUGHT, 3-3-4, 3, Heavyweight, 1
1857, CHUCK WEST, 4-4-2, 4, Light Heavyweight, 1
1858, OLLIE OWENS, 4-5-3, 4, Welterweight, 1
1859, HARRIS HAYES, 1-5-3, 1, Middleweight, 0
1860, ERICH WELCH, 8-6-1, 8, Light Heavyweight, 0
1861, ALONSO FEOLA, 4-3-2, 4, Welterweight, 1
1862, ROLLAND FASCIANO, 2-3-5, 2, Heavyweight, 1
1863, DARRON ESSMAN, 4-3-1, 4, Middleweight, 0
1864, TANNER MILLS, 8-6-1, 8, Lightweight, 0
1865, MAX MILLS, 4-4-0, 4, Welterweight, 0
1866, DYLAN JACKSON, 2-3-0, 2, Lightweight, 0
1867, MICHEL CARR, 5-5-1, 5, Heavyweight, 1
1868, WILLIAN BENNETT, 5-4-4, 5, Welterweight, 1
1869, RAMON JONES, 2-5-4, 2, Middleweight, 1
1870, LES BRYANT, 3-2-3, 3, Middleweight, 1
1871, GALEN DAVIS, 5-4-3, 5, Welterweight, 0
1872, KERRY WARD, 2-5-2, 2, Light Heavyweight, 0
1873, IGNACIO DILULLO, 2-5-0, 2, Lightweight, 1
1874, JERROD FILICE, 4-3-3, 4, Light Heavyweight, 1
1875, HANK EAKLE, 3-1-0, 3, Light Heavyweight, 0
1876, AUGUSTUS TURNER, 3-2-2, 3, Lightweight, 0
1877, GENE SOTO, 5-4-0, 5, Light Heavyweight, 0
1878, OTTO HARRISON, 4-5-0, 4, Heavyweight, 1
1879, RODERICK BYRD, 5-4-0, 5, Light Heavyweight, 1
1880, JERAMY STEVENS, 4-3-1, 4, Lightweight, 1
1881, KURTIS OWENS, 5-5-0, 5, Light Heavyweight, 1
1882, DERICK CHAPMAN, 9-2-3, 9, Lightweight, 0
1883, EDDIE ESTRIDGE, 7-3-1, 7, Lightweight, 1
1884, KIRBY MORGAN, 2-5-4, 2, Welterweight, 1
1885, SCOTTY WILSON, 7-5-3, 7, Lightweight, 0
1886, FEDERICO ELLIOTT, 5-4-4, 5, Lightweight, 1
1887, WALLY RUIZ, 3-1-4, 3, Lightweight, 0
1888, ARTURO MONTGOMERY, 5-2-7, 5, Heavyweight, 1
1889, JACINTO SANCHEZ, 4-0-1, 4, Welterweight, 0
1890, WALTER CASTILLO, 0-6-2, 0, Middleweight, 0
1891, GRAHAM HANSON, 2-2-0, 2, Middleweight, 0
1892, JAE WOOD, 2-3-1, 2, Middleweight, 1
1893, MONTE SANDERS, 2-1-2, 2, Middleweight, 0
1894, ROGELIO DINGEE, 4-1-1, 4, Middleweight, 0
1895, ARLIE WEBB, 0-1-3, 0, Heavyweight, 1
1896, RYAN DAVIS, 9-2-2, 9, Middleweight, 1
1897, SHELDON DILULLO, 7-4-2, 7, Heavyweight, 0
1898, HAL FRANKLIN, 6-1-2, 6, Heavyweight, 0
1899, BRENTON DAVIS, 4-3-2, 4, Heavyweight, 1
1900, GARFIELD DRESHER, 2-3-3, 2, Heavyweight, 0
1901, ROBT DIXON, 3-8-1, 3, Lightweight, 0
1902, BURTON HUNT, 3-4-0, 3, Lightweight, 1
1903, CLYDE GREEN, 1-5-3, 1, Heavyweight, 0
1904, LOUIE HENDERSON, 7-7-2, 7, Welterweight, 1
1905, ROGER SMITH, 1-6-4, 1, Heavyweight, 1
1906, TERRANCE WHITE, 6-3-2, 6, Heavyweight, 1
1907, RENALDO MILLER, 4-2-4, 4, Middleweight, 0
1908, JULES LOPEZ, 5-5-1, 5, Light Heavyweight, 1
1909, HERB HUDSON, 5-4-2, 5, Welterweight, 1
1910, MARC CHAVEZ, 4-6-3, 4, Light Heavyweight, 1
1911, REGINALD EDDINGER, 7-5-3, 7, Light Heavyweight, 0
1912, BRAD KELLEY, 5-5-2, 5, Heavyweight, 1
1913, MEL THOMPSON, 2-2-1, 2, Welterweight, 0
1914, VALENTIN PETERSON, 7-2-0, 7, Middleweight, 1
1915, OTIS CASTILLO, 6-2-1, 6, Lightweight, 0
1916, BENNETT HERNANDEZ, 2-3-2, 2, Welterweight, 1
1917, REID EAKLE, 2-4-2, 2, Welterweight, 0
1918, MATT MORALES, 5-6-2, 5, Lightweight, 1
1919, SHERWOOD DUENES, 1-8-4, 1, Welterweight, 1
1920, CHAD SHAW, 1-2-1, 1, Light Heavyweight, 1
1921, MARC FISHBEIN, 6-0-1, 6, Welterweight, 1
1922, AURELIO SCHMIDT, 4-3-1, 4, Welterweight, 0
1923, AHMED KIM, 5-9-2, 5, Lightweight, 0
1924, NORBERTO AUSTIN, 4-3-2, 4, Welterweight, 1
1925, LEONARDO COLEMAN, 5-1-6, 5, Heavyweight, 1
1926, JOAN DUDEN, 2-4-4, 2, Light Heavyweight, 0
1927, KENETH CHAVEZ, 2-5-2, 2, Lightweight, 0
1928, TOMAS BURTON, 5-2-3, 5, Welterweight, 1
1929, ORLANDO VARGAS, 2-4-2, 2, Heavyweight, 1
1930, MARQUIS GARRETT, 2-4-2, 2, Middleweight, 0
1931, CLAUDIO STONE, 5-1-2, 5, Welterweight, 0
1932, BOYCE MAY, 5-3-1, 5, Welterweight, 1
1933, DONTE MILLER, 7-6-1, 7, Heavyweight, 1
1934, DANNIE JACKSON, 6-5-2, 6, Heavyweight, 1
1935, GREGORY STEVENS, 7-3-2, 7, Heavyweight, 1
1936, GIOVANNI RICE, 3-2-1, 3, Light Heavyweight, 1
1937, MAURICIO BISHOP, 2-6-0, 2, Welterweight, 1
1938, RANDAL GREENE, 5-1-1, 5, Middleweight, 1
1939, EDMUND COX, 3-3-5, 3, Lightweight, 0
1940, MONTY OLSON, 4-3-2, 4, Lightweight, 0
1941, LAVERN MURPHY, 7-4-2, 7, Light Heavyweight, 1
1942, CLEMENT BRADLEY, 6-3-2, 6, Heavyweight, 0
1943, EZRA POWELL, 7-4-0, 7, Middleweight, 0
1944, STERLING VASQUEZ, 5-4-0, 5, Lightweight, 1
1945, TERRENCE ARMSTRONG, 6-3-4, 6, Welterweight, 0
1946, FREDERIC BLACK, 5-4-2, 5, Middleweight, 0
1947, STANLEY NELSON, 1-3-1, 1, Light Heavyweight, 0
1948, ELDRIDGE KELLEY, 7-2-4, 7, Light Heavyweight, 1
1949, BURL DUNN, 2-5-3, 2, Light Heavyweight, 0
1950, NOE REYES, 3-4-2, 3, Middleweight, 0
1951, SON KING, 5-4-3, 5, Lightweight, 1
1952, DIRK DAVIDSON, 3-2-2, 3, Lightweight, 0
1953, SAMMY VARGAS, 6-2-1, 6, Heavyweight, 1
1954, BENNETT REYNOLDS, 6-1-0, 6, Heavyweight, 0
1955, JACK MCDONALD, 6-4-0, 6, Light Heavyweight, 0
1956, MIKE CARR, 7-5-2, 7, Heavyweight, 0
1957, GUADALUPE MURRAY, 4-5-3, 4, Welterweight, 1
1958, ELROY CURTIS, 3-3-2, 3, Heavyweight, 0
1959, MELVIN SCOTT, 4-2-2, 4, Heavyweight, 1
1960, TUAN ELLIOTT, 3-11-3, 3, Lightweight, 0
1961, BOOKER PERKINS, 2-4-0, 2, Lightweight, 1
1962, NOBLE STANLEY, 2-5-3, 2, Heavyweight, 0
1963, ELDEN WEST, 5-5-0, 5, Light Heavyweight, 0
1964, MANUAL EDDINGER, 4-1-1, 4, Welterweight, 0
1965, NOEL PETERSON, 3-8-0, 3, Heavyweight, 0
1966, NICOLAS REED, 5-2-1, 5, Heavyweight, 0
1967, HOYT RYAN, 4-2-1, 4, Light Heavyweight, 1
1968, HOUSTON FOSTER, 5-3-0, 5, Middleweight, 0
1969, ROLF HOFFMAN, 2-4-3, 2, Heavyweight, 1
1970, DEON SIMS, 6-3-4, 6, Heavyweight, 0
1971, KENDRICK DUENES, 3-3-0, 3, Heavyweight, 0
1972, JERMAINE ANDREWS, 5-1-4, 5, Heavyweight, 0
1973, FORREST MARTINEZ, 8-2-0, 8, Light Heavyweight, 1
1974, SANTOS BANKS, 5-3-3, 5, Lightweight, 1
1975, JERMAINE HERNANDEZ, 3-2-2, 3, Middleweight, 0
1976, COY DURIO, 7-8-1, 7, Light Heavyweight, 0
1977, CLEVELAND PALMER, 8-4-5, 8, Middleweight, 1
1978, MARCOS PEREZ, 7-4-1, 7, Lightweight, 1
1979, HUNTER STANLEY, 4-3-0, 4, Heavyweight, 0
1980, JUSTIN GIBSON, 0-4-4, 0, Middleweight, 0
1981, REYES HUNT, 3-5-4, 3, Lightweight, 1
1982, WILLARD DEROUIN, 0-3-2, 0, Lightweight, 1
1983, HARVEY TURNER, 5-4-2, 5, Light Heavyweight, 1
1984, DUDLEY DUENES, 2-8-3, 2, Welterweight, 0
1985, ROMAN KIM, 6-8-1, 6, Welterweight, 1
1986, COLEMAN LOPEZ, 5-0-0, 5, Middleweight, 1
1987, ROSS EGGLETON, 4-1-0, 4, Middleweight, 1
1988, DYLAN BROWN, 5-3-2, 5, Light Heavyweight, 0
1989, ERICK HICKS, 0-7-2, 0, Lightweight, 0
1990, MOHAMMAD GARDNER, 5-3-3, 5, Light Heavyweight, 0
1991, SHERWOOD BROOKS, 8-4-2, 8, Lightweight, 1
1992, ALBERTO MONTGOMERY, 3-7-2, 3, Light Heavyweight, 0
1993, BERT ELLIOTT, 4-3-3, 4, Welterweight, 1
1994, RYAN SANDERS, 8-2-0, 8, Welterweight, 0
1995, LEO THOMPSON, 4-5-1, 4, Middleweight, 0
1996, GILBERTO BAILEY, 4-8-2, 4, Welterweight, 0
1997, NAPOLEON EDWARDS, 3-6-1, 3, Heavyweight, 0
1998, KENNETH WELLS, 4-1-5, 4, Heavyweight, 0
1999, LESLEY ROBERTSON, 2-5-1, 2, Welterweight, 0
2000, ALFREDO DUDEN, 5-1-1, 5, Lightweight, 0
2001, WARREN SCHMIDT, 4-4-4, 4, Lightweight, 0
